Timestamp,CAN ID,Length,Data
2025-04-11 16:47:41.613987,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:41.663231,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4A
2025-04-11 16:47:41.716466,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:41.769602,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4A
2025-04-11 16:47:41.823055,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:41.872418,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:41.925397,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:41.978487,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:42.031751,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:42.081258,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:42.134130,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:42.187485,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:42.241334,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:42.294015,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:42.347497,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:42.400339,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:42.453766,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:42.507526,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:42.560819,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:42.613315,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:42.666576,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4B
2025-04-11 16:47:42.715860,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:42.768928,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4B
2025-04-11 16:47:42.822198,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:42.871577,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4B
2025-04-11 16:47:42.924818,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:42.978432,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:43.031120,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:43.080173,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:43.133599,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:43.187410,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:43.240017,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:43.293367,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:43.346647,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:43.400035,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:43.453015,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:43.506463,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:43.559743,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:43.612777,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:43.665778,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:43.719120,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:43.768305,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4C
2025-04-11 16:47:43.821858,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:43.874838,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:43.927912,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:43.977366,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:44.031133,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:44.083817,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:44.137181,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:44.190856,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:44.239598,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:44.292760,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:44.345900,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:44.399302,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:44.452528,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:44.505658,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:44.559481,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:44.612533,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:44.661658,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4D
2025-04-11 16:47:44.714515,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:44.767791,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4D
2025-04-11 16:47:44.821574,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:44.874324,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4D
2025-04-11 16:47:44.927486,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:44.976651,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:45.030031,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:45.079052,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:45.132271,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:45.185634,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:45.239460,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:45.292570,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:45.345262,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:45.398350,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:45.451839,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:45.505138,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:45.558208,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:45.611549,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:45.664798,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:45.718208,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:45.771180,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4E
2025-04-11 16:47:45.824366,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xA4
2025-04-11 16:47:45.873451,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:45.926777,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:45.979943,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:46.029022,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:46.082309,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:46.135718,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:46.188905,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x24
2025-04-11 16:47:46.242057,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:46.295325,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x64
2025-04-11 16:47:46.348540,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:46.397893,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:46.451108,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:46.504394,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:46.557682,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:46.606793,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:46.660579,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:46.709739,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:46.762717,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4F
2025-04-11 16:47:46.815616,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:46.864622,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4F
2025-04-11 16:47:46.917993,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:46.967356,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4F
2025-04-11 16:47:47.020504,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.073703,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x4F
2025-04-11 16:47:47.122999,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.172603,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.225227,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.274397,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.327688,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.376776,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.429837,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.479168,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.532525,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.581714,0x540,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.634817,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:47.684050,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.737821,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:47.791004,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.843729,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:47.893098,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:47.946670,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:47.999716,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.052539,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:48.101875,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.155545,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:48.204705,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.257359,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:48.311031,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.363945,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:48.413058,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.466149,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x50
2025-04-11 16:47:48.515390,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.568793,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x51
2025-04-11 16:47:48.622433,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.670992,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x51
2025-04-11 16:47:48.724321,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.773521,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.827207,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.875884,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.929069,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:48.978816,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.027945,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.080552,0x541,8,0x4 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.133934,0x550,8,0x10 0x0 0x0 0x0 0x0 0x40 0x0 0xD0
2025-04-11 16:47:49.187141,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.240851,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:49.289443,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.343003,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:49.391886,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.445189,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:49.498354,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.551717,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:49.601040,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.654104,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x84
2025-04-11 16:47:49.707192,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.760694,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0xC4
2025-04-11 16:47:49.810460,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.862910,0x552,8,0x64 0x0 0x0 0x0 0x0 0x0 0x0 0x44
2025-04-11 16:47:49.912007,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:49.965321,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x52
2025-04-11 16:47:50.018649,0x541,8,0x6 0x0 0x0 0x0 0x0 0x0 0x0 0x0
2025-04-11 16:47:50.067719,0x541,8,0x2 0x0 0x0 0x0 0x0 0x0 0x2 0x52
